league,slate_date,game_date,game_id,game_type,home_team_code,away_team_code,player_id,player_name,prop_type,market_key,line,raw_prob_over,raw_prob_under,prob_over,prob_under,fair_odds_over_american,fair_odds_under_american,model_pick_side,model_pick_prob,calibration_method,prediction_source_file,generated_at_utc
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,682928,CJ Abrams,doubles,batter_doubles,0.5,0.158146,0.841854,0.158146,0.841854,532,-532,under,0.841854,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,682928,CJ Abrams,hits,batter_hits,0.5,0.719384,0.280616,0.719384,0.280616,-256,256,over,0.719384,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,682928,CJ Abrams,hits_runs_rbis,batter_h+r+rbi,1.5,0.539071,0.460929,0.539071,0.460929,-117,117,over,0.539071,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,682928,CJ Abrams,rbis,batter_rbis,0.5,0.658217,0.341783,0.658217,0.341783,-193,193,over,0.658217,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,682928,CJ Abrams,runs_scored,batter_runs,0.5,0.390441,0.609559,0.390441,0.609559,156,-156,under,0.609559,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,682928,CJ Abrams,total_bases,batter_bases,0.5,0.701905,0.298095,0.701905,0.298095,-235,235,over,0.701905,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,682928,CJ Abrams,walks,batter_walks,0.5,0.31382,0.68618,0.31382,0.68618,219,-219,under,0.68618,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,678554,Curtis Mead,doubles,batter_doubles,0.5,0.125268,0.874732,0.125268,0.874732,698,-698,under,0.874732,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,678554,Curtis Mead,hits,batter_hits,0.5,0.737859,0.262141,0.737859,0.262141,-281,281,over,0.737859,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,678554,Curtis Mead,hits_runs_rbis,batter_h+r+rbi,1.5,0.605535,0.394465,0.605535,0.394465,-154,154,over,0.605535,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,678554,Curtis Mead,rbis,batter_rbis,0.5,0.664714,0.335286,0.664714,0.335286,-198,198,over,0.664714,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,678554,Curtis Mead,runs_scored,batter_runs,0.5,0.444965,0.555035,0.444965,0.555035,125,-125,under,0.555035,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,678554,Curtis Mead,total_bases,batter_bases,0.5,0.725793,0.274207,0.725793,0.274207,-265,265,over,0.725793,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,678554,Curtis Mead,walks,batter_walks,0.5,0.321509,0.678491,0.321509,0.678491,211,-211,under,0.678491,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695734,Daylen Lile,doubles,batter_doubles,0.5,0.158914,0.841086,0.158914,0.841086,529,-529,under,0.841086,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695734,Daylen Lile,hits,batter_hits,0.5,0.708181,0.291819,0.708181,0.291819,-243,243,over,0.708181,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695734,Daylen Lile,hits_runs_rbis,batter_h+r+rbi,1.5,0.449781,0.550219,0.449781,0.550219,122,-122,under,0.550219,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695734,Daylen Lile,rbis,batter_rbis,0.5,0.394158,0.605842,0.394158,0.605842,154,-154,under,0.605842,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695734,Daylen Lile,runs_scored,batter_runs,0.5,0.368685,0.631315,0.368685,0.631315,171,-171,under,0.631315,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695734,Daylen Lile,total_bases,batter_bases,0.5,0.562757,0.437243,0.562757,0.437243,-129,129,over,0.562757,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,695734,Daylen Lile,walks,batter_walks,0.5,0.213544,0.786456,0.213544,0.786456,368,-368,under,0.786456,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686452,Drew Millas,doubles,batter_doubles,0.5,0.121711,0.878289,0.121711,0.878289,722,-722,under,0.878289,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686452,Drew Millas,hits,batter_hits,0.5,0.545431,0.454569,0.545431,0.454569,-120,120,over,0.545431,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686452,Drew Millas,hits_runs_rbis,batter_h+r+rbi,0.5,0.507981,0.492019,0.507981,0.492019,-103,103,over,0.507981,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686452,Drew Millas,rbis,batter_rbis,0.5,0.321602,0.678398,0.321602,0.678398,211,-211,under,0.678398,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686452,Drew Millas,runs_scored,batter_runs,0.5,0.275838,0.724162,0.275838,0.724162,263,-263,under,0.724162,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686452,Drew Millas,walks,batter_walks,0.5,0.210793,0.789207,0.210793,0.789207,374,-374,under,0.789207,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686611,Dylan Crews,doubles,batter_doubles,0.5,0.135664,0.864336,0.135664,0.864336,637,-637,under,0.864336,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686611,Dylan Crews,hits,batter_hits,0.5,0.685555,0.314445,0.685555,0.314445,-218,218,over,0.685555,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686611,Dylan Crews,hits_runs_rbis,batter_h+r+rbi,1.5,0.390404,0.609596,0.390404,0.609596,156,-156,under,0.609596,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686611,Dylan Crews,rbis,batter_rbis,0.5,0.352862,0.647138,0.352862,0.647138,183,-183,under,0.647138,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686611,Dylan Crews,runs_scored,batter_runs,0.5,0.230558,0.769442,0.230558,0.769442,334,-334,under,0.769442,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686611,Dylan Crews,total_bases,batter_bases,0.5,0.57255,0.42745,0.57255,0.42745,-134,134,over,0.57255,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,686611,Dylan Crews,walks,batter_walks,0.5,0.162311,0.837689,0.162311,0.837689,516,-516,under,0.837689,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,665487,Fernando Tatis Jr.,doubles,batter_doubles,0.5,0.13634,0.86366,0.13634,0.86366,633,-633,under,0.86366,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,665487,Fernando Tatis Jr.,hits,batter_hits,0.5,0.832776,0.167224,0.832776,0.167224,-498,498,over,0.832776,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,665487,Fernando Tatis Jr.,hits_runs_rbis,batter_h+r+rbi,1.5,0.552114,0.447886,0.552114,0.447886,-123,123,over,0.552114,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,665487,Fernando Tatis Jr.,rbis,batter_rbis,0.5,0.492534,0.507466,0.492534,0.507466,103,-103,under,0.507466,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,665487,Fernando Tatis Jr.,runs_scored,batter_runs,0.5,0.310622,0.689378,0.310622,0.689378,222,-222,under,0.689378,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,665487,Fernando Tatis Jr.,total_bases,batter_bases,1.5,0.473958,0.526042,0.473958,0.526042,111,-111,under,0.526042,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,665487,Fernando Tatis Jr.,walks,batter_walks,0.5,0.278158,0.721842,0.278158,0.721842,260,-260,under,0.721842,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,earned_runs,pitcher_earned_runs,2.5,0.35773,0.64227,0.35773,0.64227,180,-180,under,0.64227,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,hits_allowed,pitcher_hits,4.5,0.368567,0.631433,0.368567,0.631433,171,-171,under,0.631433,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,hits_allowed,pitcher_hits,5.5,0.265842,0.734158,0.265842,0.734158,276,-276,under,0.734158,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,outs_recorded,pitcher_outs,17.5,0.62619,0.37381,0.62619,0.37381,-168,168,over,0.62619,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,strikeouts_pitching,pitcher_strikeouts,3.5,0.77393,0.22607,0.77393,0.22607,-342,342,over,0.77393,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,strikeouts_pitching,pitcher_strikeouts,4.5,0.674023,0.325977,0.674023,0.325977,-207,207,over,0.674023,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,strikeouts_pitching,pitcher_strikeouts,5.5,0.555331,0.444669,0.555331,0.444669,-125,125,over,0.555331,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
MLB,2026-05-30,2026-05-30,822731,R,WSH,SD,656492,Foster Griffin,strikeouts_pitching,pitcher_strikeouts,6.5,0.429971,0.570029,0.429971,0.570029,133,-133,under,0.570029,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,2026-05-30T12:48:27.688877+00:00
