feature,temporal_effect,stage1_classification,classification_rule_rationale,mae_delta,rmse_delta,absolute_bias_delta,crps_delta,brier_delta,log_loss_delta,mean_absolute_forecast_change,median_absolute_forecast_change,maximum_absolute_forecast_change,mean_signed_forecast_change,interpretation_limit
league_total,CONSISTENTLY_BENEFICIAL,UNRESOLVED,single-feature score evidence does not satisfy a directional classification gate,-0.0035836074266821782,0.014594546544032916,0.1461861215342828,0.008418909400190522,0.0009148780805608436,0.0021982846581843907,0.14618612153428287,0.1443640326437361,0.22388609903254064,-0.14618612153428287,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
home_offense,MIXED,TEMPORALLY_UNSTABLE,material movement with mixed temporal score direction,0.0007695944822749823,0.0004085940587907899,-0.01824643091435746,5.973990868080037e-05,-2.691768506893344e-05,-5.933990030004832e-05,0.05523371745224538,0.05042388282807586,0.21097167524262517,0.018246430914357348,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
home_prevention,MOSTLY_HARMFUL,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,removal improves aggregate MAE and CRPS and is temporally harmful/mostly harmful,-0.002574869609011543,-0.0014678576888496053,0.009306843897550876,-0.0007526356098166431,-7.858887780981538e-05,-0.00011161021157879425,0.06540802108130628,0.05746027922104879,0.3397319456473795,-0.009306843897550906,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
away_offense,MOSTLY_HARMFUL,POTENTIALLY_HARMFUL_IN_FROZEN_CHAMPION,removal improves aggregate MAE and CRPS and is temporally harmful/mostly harmful,-0.0005342671716181968,-0.0023119774987021557,-0.013834172083167118,-0.0012988226352192989,-0.00014645182818975866,-0.000345564954437827,0.05320097475817681,0.048852680238084645,0.23710100840088444,0.013834172083167048,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
away_prevention,MIXED,TEMPORALLY_UNSTABLE,material movement with mixed temporal score direction,-0.0018775350883606379,-0.0013708315088614142,0.014715033653175336,-0.0006263711553535778,-4.043641948653365e-05,-0.00010029957933177513,0.06148205123617853,0.057109315676001415,0.2819253082136175,-0.014715033653175327,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
home_starter_ra9,MIXED,TEMPORALLY_UNSTABLE,material movement with mixed temporal score direction,0.0026858886124196957,0.0009271915616979598,-0.011602515232511323,0.0006532727902928137,7.804202856095954e-05,0.0001578218237202611,0.04635261815028643,0.03479234061456182,0.7387794714056817,0.01160251523251125,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
away_starter_ra9,CONSISTENTLY_BENEFICIAL,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,consistent multi-period benefit below strong materiality gate,0.0014606426849730347,0.0003387741544740308,-0.004347737139960894,0.0003390213331320169,4.661106134007387e-05,9.40681201905269e-05,0.025166604398662855,0.01779821907289758,0.8449538002973807,0.004347737139960812,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
home_starter_prior_starts,MOSTLY_BENEFICIAL,UNRESOLVED,single-feature score evidence does not satisfy a directional classification gate,-0.007831231129259209,0.01577206206024151,0.18442853266933557,0.008872506532278113,0.0008580138083272293,0.0020570810287300345,0.21991079202296915,0.18101342044992386,0.687841268203556,-0.1844285326693357,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
away_starter_prior_starts,CONSISTENTLY_BENEFICIAL,UNRESOLVED,single-feature score evidence does not satisfy a directional classification gate,-0.0001571741843022778,0.0012500070878758152,0.012092708525235918,0.0007543719872544763,8.6288171263188e-05,0.00020397772785019086,0.01451261458359747,0.011906160863345505,0.05018174799785058,-0.012092708525235979,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
home_expected_outs,MOSTLY_BENEFICIAL,MODERATELY_REQUIRED_IN_FROZEN_CHAMPION,beneficial in at least three periods with aggregate MAE and CRPS degradation,0.003372638633839742,0.0035659585283820405,0.0030639466608009536,0.002196015713179289,0.0002548543316378271,0.0005742146836819062,0.06824522766488533,0.05134491179857115,0.45671973364488494,-0.003063946660801084,"frozen-champion dependence only; not foundational, causal, irreplaceable, or a removal decision"
