governed_canonical_row_id,slate_date,game_id,player_id,player_name,team,opponent,prop_type,line,side,starter_game_side_key,primary_residual_category,secondary_taxonomy,recoverability_classification,recommendation,pa_status,pa_qualified,outcome_status,outcome_qualified,bundle_blockers,variant_a_state,variant_b_state,variant_c_state,variant_d_state,research_history_classification,prediction_eligibility_classification,authoritative_package_or_rule,current_full_qualification_state,selected_proposition_campaign_membership,population_spine_membership,matrix_queue_membership,portfolio_branch,accounting_state_package,residual_review_package,portfolio_package,authoritative_state_lineage
2026-07-01|823767|695490|hits|0.5|over,2026-07-01,823767,695490,Edwin Arroyo,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|682829|hits|0.5|over,2026-07-01,823767,682829,Elly De La Cruz,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|553993|hits|0.5|over,2026-07-01,823767,553993,Eugenio Suárez,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_UNRESOLVED_BLOCKED,false,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|668709|hits|0.5|over,2026-07-01,823767,668709,JJ Bleday,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|680574|hits|0.5|under,2026-07-01,823767,680574,Matt McLain,CIN,MIL,hits,0.5,under,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|682622|hits|0.5|over,2026-07-01,823767,682622,Noelvi Marte,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|701398|hits|0.5|over,2026-07-01,823767,701398,Sal Stewart,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|668715|hits|0.5|over,2026-07-01,823767,668715,Spencer Steer,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-01|823767|663886|hits|0.5|over,2026-07-01,823767,663886,Tyler Stephenson,CIN,MIL,hits,0.5,over,2026-07-01|823767|CIN|MIL,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
2026-07-03|824904|663586|hits|0.5|over,2026-07-03,824904,663586,Austin Riley,ATL,NYM,hits,0.5,over,2026-07-03|824904|ATL|NYM,STARTER_PARENT_DOMAIN_MISSING_OTHER,ordinary direct-source missing side deferred because non-Starter blockers reduce value,INSUFFICIENT_EVIDENCE_FAIL_CLOSED,DEFER_UNTIL_AFTER_MATRIX_OR_MODEL_RESEARCH,PA_JOIN_QUALIFIED_HISTORICAL_STRICT_PRIOR_RECONSTRUCTION,true,NUMERIC_OUTCOME_CERTIFIED,true,,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,EXCLUDED_BY_PROP_LINE_SCOPE,ORDINARY_NON_STARTER_DOWNSTREAM_LIMITED,PREDICTION_INELIGIBLE_RESIDUAL_STARTER_BLOCKED,artifacts/analysis/model_development/mlb_historical_selected_proposition_starter_prescreen_and_discovery_cohort_governance/2026-07-15,NOT_FULLY_QUALIFIED,inside_selected_proposition_residual_manifest,selected_proposition_population_spine_inferred_from_residual_manifest,not_hits_1_5_matrix_queue_scope,STARTER_PARENT_DOMAIN_MISSING_OTHER,artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15/true_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15/exact_232_row_residual_starter_blocked_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15/exact_branch_population_manifest_2026-07-15.csv,artifacts/analysis/model_development/mlb_low_sample_research_pitcher_base_17_row_remediation/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_starter_blocked_population_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_residual_research_portfolio_review/2026-07-15;artifacts/analysis/model_development/mlb_historical_selected_proposition_stale_starter_blocker_accounting_audit/2026-07-15
