game_pk,source_derived_slate_date,player_mlb_id,batting_order,scheduled_start_utc,source_observed_at_utc,ingested_at_utc,ingestion_run_id,source_payload_sha256,temporal_classification,minutes_after_first_pitch
822702,2026-07-29,543807,4,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,649966,9,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,662139,6,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,664702,1,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,664770,2,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,665926,8,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,671277,2,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,672386,5,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,672960,3,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
822702,2026-07-29,676391,7,2026-07-29 17:05:00+00:00,2026-08-01 00:12:46.098580+00:00,2026-08-01 00:13:24.458411+00:00,14951a25-57cb-49f1-88c1-15424cac4f94,8209359680c5bab72364073795b3bf2b284d46158c75f268082814745fee9cf2,POST_FIRST_PITCH_OBSERVATION,3307.7683096666666667
