old_path,new_path,package_type,topic,sha_before,sha_after,move_timestamp,git_commit
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_outcome_mechanisms.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_outcome_mechanisms.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,445eba77585c5872db8a12253835e3c9794bcd730932ac25f1af086cf934f3a4,445eba77585c5872db8a12253835e3c9794bcd730932ac25f1af086cf934f3a4,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits_under_signal_tb_over_rejection.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits_under_signal_tb_over_rejection.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,be7ee25e2105a521e445cf57cab635801a4571c7dec318ed32f6a6aeb58365bb,be7ee25e2105a521e445cf57cab635801a4571c7dec318ed32f6a6aeb58365bb,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb15_exact_overlap_rows.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb15_exact_overlap_rows.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,dd56319d28afb84c28ecedb78adcf47825187be66b0947c811980a2350fdbaee,dd56319d28afb84c28ecedb78adcf47825187be66b0947c811980a2350fdbaee,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_evidence_tier_results.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_evidence_tier_results.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,46bd9793ef85f4288aca5332985bb967505ee0e38a2f5d93db58729a6af3b59b,46bd9793ef85f4288aca5332985bb967505ee0e38a2f5d93db58729a6af3b59b,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_candidate_certification_audit.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_candidate_certification_audit.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,236f85aabe2bc43f017815a58664310131c516010bac9dcc43093e0540f9d4fd,236f85aabe2bc43f017815a58664310131c516010bac9dcc43093e0540f9d4fd,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_aligned_tb_results.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_aligned_tb_results.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,46d9ca02dd5f0ecea0d6a241933957e41d5798e583da17d4865a475cb709f85e,46d9ca02dd5f0ecea0d6a241933957e41d5798e583da17d4865a475cb709f85e,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_leave_one_slate_out.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_leave_one_slate_out.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,4337be1dcb9d91228432b108e8eb5a7feb292354c8832f1dbbc92e014f27e651,4337be1dcb9d91228432b108e8eb5a7feb292354c8832f1dbbc92e014f27e651,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_candidate_surface_inventory.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_candidate_surface_inventory.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,5c0261e7133c52304cba93b2b18d77b281913fe74461c6751f5883e7851b2875,5c0261e7133c52304cba93b2b18d77b281913fe74461c6751f5883e7851b2875,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_cross_prop_rejection_report.md,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_cross_prop_rejection_report.md,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,04ed537fec4d9e30296e2a724d005d5fcb444261dc8bf8c507c6d14b5d08f0ea,04ed537fec4d9e30296e2a724d005d5fcb444261dc8bf8c507c6d14b5d08f0ea,2026-07-29T02:08:32.288700+00:00,9def3435
artifacts/analysis/model_development/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_incremental_batting_order_comparison.csv,artifacts/analysis/model_development/mlb_hits_total_bases_research_archive/total_bases/tb15/cross_prop_overlap/mlb_hits15_tb15_cross_prop_rejection_audit/2026-07-28/hits15_tb_incremental_batting_order_comparison.csv,ARTIFACT_PACKAGE,HITS_TB_CROSS_PROP,373d34b979d0b582edb67b59f37d09d97118c7f9e7843fd88f7f06e4ef733268,373d34b979d0b582edb67b59f37d09d97118c7f9e7843fd88f7f06e4ef733268,2026-07-29T02:08:32.288700+00:00,9def3435
