slate_date,game_pk,player_mlb_id,player,team,opponent,scheduled_first_pitch_utc,normal_pipeline_run_tag,cohort_freeze_timestamp,provider_event_id,roster_observation_timestamp,roster_ingestion_run,roster_source_payload,roster_source_sha256,over_odds,under_odds,market_observation_timestamp,market_ingestion_run,market_source_payload,market_source_sha256,membership_decision,membership_reason,source_lineage_grade,original_exclusion_reason,recovery_method,official_role,plate_appearances,hits,doubles,triples,home_runs,independent_total_bases,official_source_payload,official_source_sha256,local_row_count,local_verification,game_classification,book_settlement,over_result,under_result,over_net,under_net
2026-05-01,822744,641343,Jake Bauers,MIL,WSH,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,130,-169,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,5,0,0,0,0,0,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,LOSS,WIN,-5,2.9585798816568047
2026-05-01,822744,650859,Luis Rengifo,MIL,WSH,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,132,-172,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,5,1,0,0,0,1,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,LOSS,WIN,-5,2.9069767441860463
2026-05-01,822744,661388,William Contreras,MIL,WSH,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,117,-152,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,5,4,0,0,0,4,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,WIN,LOSS,5.85,-5
2026-05-01,822744,668930,Brice Turang,MIL,WSH,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,130,-169,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,5,1,0,0,0,1,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,LOSS,WIN,-5,2.9585798816568047
2026-05-01,822744,669003,Garrett Mitchell,MIL,WSH,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,144,-189,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,6,1,1,0,0,2,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,WIN,LOSS,7.2,-5
2026-05-01,822744,682928,CJ Abrams,WSH,MIL,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,178,-238,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,4,0,0,0,0,0,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,LOSS,WIN,-5,2.100840336134454
2026-05-01,822744,686217,Sal Frelick,MIL,WSH,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,171,-227,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,5,1,0,0,0,1,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,LOSS,WIN,-5,2.202643171806167
2026-05-01,822744,691781,Brady House,WSH,MIL,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,161,-213,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,3,0,0,0,0,0,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,LOSS,WIN,-5,2.347417840375587
2026-05-01,822744,695578,James Wood,WSH,MIL,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,164,-217,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,4,0,0,0,0,0,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,LOSS,WIN,-5,2.304147465437788
2026-05-01,822744,695734,Daylen Lile,WSH,MIL,2026-05-01T22:45:00+00:00,local_daily_20260501T134007Z,2026-05-01T13:40:07+00:00,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T13:42:53.301966+00:00,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/mlb_predictions_wide_calibrated__local_daily_20260501T134007Z.csv,11bb531a4b135c46333ce5e3845d27f69dc1d3c0daeefd2b68c2b680f4f26db2,174,-233,2026-05-01T13:42:01Z,local_daily_20260501T134007Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,RECOVERED_GRADE_B_EXACT_REPLAY,OLDER_RAW_RUN_PAYLOAD_PLUS_SAME_RUN_ROSTER_EXACT_ID,GRADE_B_EXACT_RUN_ARTIFACTS_AUDIT_HASHED,MARKET_ARTIFACT_MISSING,RAW_PAYLOAD_CONTAINED_MISSING_FIELDS,STARTED,4,1,1,0,0,2,artifacts/analysis/model_development/mlb_routine_market_historical_replay_recovery/2026-08-03/official_sources/game_822744_0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca.json,0a67927e69a61d9535f7def80560df7c82aec58f14cb8c6e1002bc01df9dd7ca,1,LOCAL_ROW_VERIFIED_EXACT,NORMAL_FINAL,BOOK_SETTLED_OFFICIAL_RESULT,WIN,LOSS,8.7,-5
