slate_date,game_pk,player_mlb_id,player,team,opponent,normal_pipeline_run_tag,over_odds,under_odds,market_observation_timestamp,market_source_payload,market_source_sha256,prop_type,line,selection_surfaces_found,surface_classification,model_pick_side,prob_over,prob_under,model_pick_prob,tier,edge_or_ev,rank,candidate_or_selector_decision,upload_status,actual_wager_status,slate_source_artifact,slate_source_sha256,generated_at_utc,calibration_method,prediction_source_file,attachment_decision
2026-05-01,822744,641343,Jake Bauers,MIL,WSH,local_daily_20260501T134007Z,130,-169,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,over,0.510036,0.489964,0.510036,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,650859,Luis Rengifo,MIL,WSH,local_daily_20260501T134007Z,132,-172,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,under,0.399498,0.600502,0.600502,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,661388,William Contreras,MIL,WSH,local_daily_20260501T134007Z,117,-152,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,over,0.514776,0.485224,0.514776,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,668930,Brice Turang,MIL,WSH,local_daily_20260501T134007Z,130,-169,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,under,0.485726,0.514274,0.514274,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,669003,Garrett Mitchell,MIL,WSH,local_daily_20260501T134007Z,144,-189,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,under,0.359799,0.640201,0.640201,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,682928,CJ Abrams,WSH,MIL,local_daily_20260501T134007Z,178,-238,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,over,0.524645,0.475355,0.524645,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,686217,Sal Frelick,MIL,WSH,local_daily_20260501T134007Z,171,-227,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,under,0.420209,0.579791,0.579791,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,691781,Brady House,WSH,MIL,local_daily_20260501T134007Z,161,-213,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,over,0.501296,0.498704,0.501296,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,695578,James Wood,WSH,MIL,local_daily_20260501T134007Z,164,-217,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,under,0.476422,0.523578,0.523578,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
2026-05-01,822744,695734,Daylen Lile,WSH,MIL,local_daily_20260501T134007Z,174,-233,2026-05-01T13:42:01Z,backend/mlb/exports/odds_history/2026-05-01/odds_mlb_playerprops__local_daily_20260501T134007Z.json,ea0a30ae7ae2c3de5a4b104a4089a32adc1f3bcd68fd141a470d5e673ff43d94,total_bases,1.5,normal_slate_output|wide_prediction_export|two_sided_book_upload,MODEL_DIRECTION_ONLY,under,0.405581,0.594419,0.594419,,,,,TWO_SIDED_PUBLICATION_NOT_ACTIONABLE_SELECTION,NO_EXACT_EXECUTION_EVIDENCE,backend/mlb/exports/odds_history/2026-05-01/mlb_slate_output__local_daily_20260501T134007Z.csv,53f55e440b4e56c9b18fd201ab5c12404ead00f61ac4af6f091883891912bbe3,2026-05-01T13:57:29.548876+00:00,,backend/mlb/data/processed/mlb_predictions_wide_calibrated.csv,EXACT_SAME_RUN_SELECTION_ATTACHED
